id,english,japanese,detail,sample,sample-jpn
a1-part8-0046,mainly,おもに,「主に・大部分は」を表す副詞。中心となる部分を示す。,"The discussion mainly focused on costs.",議論は主にコストに焦点を当てていた。
a1-part4-0043,sing,歌う,声で歌うイメージ。鳥がさえずる・鳴り響く意味にも使う。,"Sing the chorus with the class.",クラスと一緒にサビを歌いなさい。
a1-part8-0021,tie,～を結ぶ、引き分け,ひもで結ぶイメージ。ネクタイ・引き分けや、束縛の意味にも使う。,"Tie your shoes before running.",走る前に靴紐を結んで。
a1-part4-0142,tight,きっちり締まった,きつく締まった状態。ぴんと張った・余裕のない意味にも使う。,"The knot was too tight to untie.",その結び目はきつすぎてほどけなかった。
a1-add1-0006,bike,自転車、バイク,自転車の略称。オートバイを指すこともあり、乗る動詞にも使う。,"I ride my bike to school.",私は自転車で学校に通っている。
a1-add1-0056,Tuesday,火曜日,週の3番目の曜日、火曜日。いつも大文字で書く。,"We have a meeting on Tuesday.",火曜日に会議がある。
a1-part8-0018,burn,燃える,火が燃えるイメージ。焼く・やけどする・日焼けする意味にも使う。,"Dry paper can burn very quickly.",乾いた紙は非常に速く燃える。
a1-part4-0198,cake,ケーキ,食べ物・飲み物の「ケーキ」。食事や好みの話で使う。 ,"The cake cooled on the kitchen counter.",ケーキがキッチンのカウンターで冷めた。
a1-part8-0023,danger,危険,害が起こりそうな状態。危険・危険性を表す。 ,"Danger signs lined the cliff path.",崖の道沿いに危険の標識が並んでいた。
a1-part7-0005,discussion,議論,意見を出し合う話し合い。議論・討論を表す。 ,"The discussion lasted for an hour.",議論は1時間続いた。
a1-part3-0023,dollar,ドル,米国などの通貨単位ドル。お金の象徴にも使う。,"The ticket costs one dollar.",チケットは1ドルだ。
a1-part8-0152,gender,性,男女の性・ジェンダー。文法上の性の意味にも使う。,"The form asks for your gender.",フォームには性別の記入欄がある。
a1-part8-0098,crown,王冠・王位,王のかぶる王冠。王位や、頂・歯の冠の意味にも使う。,"The king wore a golden crown.",王は金の王冠をかぶっていた。
a1-part8-0007,kingdom,王国,王が治める国。王国・分類上の界にも使う。 ,"The kingdom was ruled by a young queen.",その王国は若い女王に統治されていた。
