id,english,japanese,detail,sample,sample-jpn
c1-part1-0149,demographic,人口統計学の,「人口統計学の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher gave a demographic example.",c1-part1-0149_例文の日本語訳
c1-part1-0150,suffice,十分である,「十分である」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"A simple apology will suffice.",c1-part1-0150_例文の日本語訳
c1-part1-0151,negligible,取るに足らない,「取るに足らない」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The report noted a negligible pattern.",c1-part1-0151_例文の日本語訳
c1-part1-0152,tailor,洋服屋,「洋服屋」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A photo showed the tailor beside the road.",c1-part1-0152_例文の日本語訳
c1-part1-0153,acoustic,音響の,「音響の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room was acoustic.",c1-part1-0153_例文の日本語訳
c1-part1-0154,lapse,一時的な誤り；経過,「一時的な誤り」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「経過」の意味もある。 ,"The report connected the lapse to the case.",c1-part1-0154_例文の日本語訳
c1-part1-0155,fuse,ヒューズ；融合する,「ヒューズ」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「融合する」の意味もある。 ,"The note explained the fuse in plain words.",c1-part1-0155_例文の日本語訳
c1-part1-0156,muscular,筋肉の,「筋肉の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"A muscular color filled the evening sky.",c1-part1-0156_例文の日本語訳
c1-part1-0157,terrain,地形,「地形」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A field note described the terrain after the storm.",c1-part1-0157_例文の日本語訳
c1-part1-0158,preacher,伝道師,「伝道師」を表す語という具体的対象。人・物・場所などを直接指す語。 ,"The preacher arrived early for the workshop.",c1-part1-0158_例文の日本語訳
c1-part1-0159,plunge,～を突っ込む；急落する,「突っ込む」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「急落する」の意味もある。 ,"The training video shows how to plunge it safely.",c1-part1-0159_例文の日本語訳
c1-part1-0160,voluntarily,みずから進んで,「みずから進んで」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"The team worked voluntarily through the night.",c1-part1-0160_例文の日本語訳
c1-part1-0161,plaster,しっくい；ばんそうこう,「しっくい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「ばんそうこう」の意味もある。 ,"The checklist included the plaster at the end.",c1-part1-0161_例文の日本語訳
c1-part1-0162,conserve,～を保存する,「保存する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to conserve it.",c1-part1-0162_例文の日本語訳
c1-part1-0163,charter,憲章；特許状；貸し切る,「憲章」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「特許状」・「貸し切る」の意味もある。 ,"The photograph showed the charter in soft light.",c1-part1-0163_例文の日本語訳
c1-part1-0164,durable,耐久力のある,「耐久力のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The teacher chose a durable example.",c1-part1-0164_例文の日本語訳
c1-part1-0165,privileged,特権のある,「特権のある」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The committee made a privileged decision.",c1-part1-0165_例文の日本語訳
c1-part1-0166,posture,姿勢,「姿勢」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The report connected the posture to the case.",c1-part1-0166_例文の日本語訳
c1-part1-0167,suburban,郊外の,「郊外の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had a suburban feeling.",c1-part1-0167_例文の日本語訳
c1-part1-0168,facial,顔の,「顔の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The guide suggested a facial method.",c1-part1-0168_例文の日本語訳
c1-part1-0169,complementary,補足的な,「補足的な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose a complementary route.",c1-part1-0169_例文の日本語訳
c1-part1-0170,loom,迫る；織機,「迫る」を表す語という具体的対象。人・物・場所などを直接指す語。「織機」の意味もある。 ,"The team checked the loom before leaving.",c1-part1-0170_例文の日本語訳
c1-part1-0171,robust,たくましい,「たくましい」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The hotel offered a robust view.",c1-part1-0171_例文の日本語訳
c1-part1-0172,elongate,～を長くする,「長くする」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"The guide showed us how to elongate it.",c1-part1-0172_例文の日本語訳
c1-part1-0173,outset,最初；発端,「最初」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「発端」の意味もある。 ,"The checklist included the outset at the end.",c1-part1-0173_例文の日本語訳
c1-part1-0174,wicked,邪悪な；ひどい,「邪悪な」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「ひどい」の意味もある。 ,"The villain had a wicked smile.",c1-part1-0174_例文の日本語訳
c1-part1-0175,intellect,知性,「知性」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The teacher asked about the intellect after class.",c1-part1-0175_例文の日本語訳
c1-part1-0176,credibility,信用できること,「信用できること」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The article linked credibility to climate change.",c1-part1-0176_例文の日本語訳
c1-part1-0177,prop,支柱；支えるもの,「支柱」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「支えるもの」の意味もある。 ,"The room had a prop feeling.",c1-part1-0177_例文の日本語訳
c1-part1-0178,commend,～をほめる,「ほめる」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。 ,"They decided to commend it before noon.",c1-part1-0178_例文の日本語訳
c1-part1-0179,commercially,商業上,「商業上」を表す語という仕方。動作・判断の程度や話し手の態度を補う。 ,"She spoke commercially to the visitor.",c1-part1-0179_例文の日本語訳
c1-part1-0180,realism,現実主義,「現実主義」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"Her essay connected realism with daily life.",c1-part1-0180_例文の日本語訳
c1-part1-0181,dispense,～を分配する；不要にする,「分配する」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「不要にする」の意味もある。 ,"Workers learned to dispense it during practice.",c1-part1-0181_例文の日本語訳
c1-part1-0182,explanatory,解説の,「解説の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked an explanatory phrase.",c1-part1-0182_例文の日本語訳
c1-part1-0183,domination,支配,「支配」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"A short story illustrated domination clearly.",c1-part1-0183_例文の日本語訳
c1-part1-0184,embark,乗り出す；乗船する,「乗り出す」という動き・変化を表す語。物理的な動作だけでなく、抽象的な作用にも使う。「乗船する」の意味もある。 ,"The guide marked the embark on the map.",c1-part1-0184_例文の日本語訳
c1-part1-0185,faction,派閥,「派閥」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The committee discussed faction for an hour.",c1-part1-0185_例文の日本語訳
c1-part1-0186,strap,ひも,「ひも」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The article described the strap with an example.",c1-part1-0186_例文の日本語訳
c1-part1-0187,latent,潜在している,「潜在している」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The coach praised a latent effort.",c1-part1-0187_例文の日本語訳
c1-part1-0188,scrutiny,綿密な調査,「綿密な調査」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"The plan came under close scrutiny.",c1-part1-0188_例文の日本語訳
c1-part1-0189,chill,寒気,「寒気」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"A chill ran down my back.",c1-part1-0189_例文の日本語訳
c1-part1-0190,amid,～の中で,「中で」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"She stayed calm amid the noise.",c1-part1-0190_例文の日本語訳
c1-part1-0191,degrade,～の地位を下げる,「地位を下げる」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。 ,"Pollution can degrade the environment.",c1-part1-0191_例文の日本語訳
c1-part1-0192,isolated,孤立した,「孤立した」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The editor marked an isolated phrase.",c1-part1-0192_例文の日本語訳
c1-part1-0193,flask,フラスコ；小型びん,「フラスコ」を表す語という具体的対象。人・物・場所などを直接指す語。「小型びん」の意味もある。 ,"A diagram showed the flask clearly.",c1-part1-0193_例文の日本語訳
c1-part1-0194,bulk,大部分；大量,「大部分」を表す語。具体的な意味から、比喩・専門的な使い方にも広がる。「大量」の意味もある。 ,"They bought rice in bulk.",c1-part1-0194_例文の日本語訳
c1-part1-0195,abstraction,抽象,「抽象」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。 ,"The committee discussed abstraction for an hour.",c1-part1-0195_例文の日本語訳
c1-part1-0196,endorsement,支持；裏書き,「支持」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「裏書き」の意味もある。 ,"The article linked endorsement to climate change.",c1-part1-0196_例文の日本語訳
c1-part1-0197,indefinite,不明確な,「不明確な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The room had an indefinite feeling.",c1-part1-0197_例文の日本語訳
c1-part1-0198,confinement,閉じ込め；制限,「閉じ込め」という状態や考えを表す語。学術・法律・制度などの改まった文脈で多い。「制限」の意味もある。 ,"The survey tracked confinement over several years.",c1-part1-0198_例文の日本語訳
c1-part1-0199,advantageous,有利な,「有利な」という性質を表す語。人・物・状況を評価・分類する形容詞表現。 ,"The team chose an advantageous route.",c1-part1-0199_例文の日本語訳
c1-part1-0200,speculative,推測の；投機的な,「推測の」という性質を表す語。人・物・状況を評価・分類する形容詞表現。「投機的な」の意味もある。 ,"The editor marked a speculative phrase.",c1-part1-0200_例文の日本語訳
